id,start_time,geom,goal
448,2024-01-01 00:05:29,"LINESTRING (-18.660498522074572 18.733050561813748, -18.369228602365258 17.46610153923204, -18.07797815879181 16.19916455831141, -17.787394125091218 14.93576671032625, -17.435530257426517 13.779444099395082, -17.1837064328543 12.408541095464326, -17.333639852935352 11.455235116386293, -17.568764235241183 10.435187751938342, -18.031885185343032 9.98599137291592, -17.596719427925823 9.097385172548359, -18.122416234446096 8.485804482239867, -19.476019809446157 7.313358048009219, -19.85535082631184 6.366284598997072, -19.553230081234616 4.687348118984656, -19.095807712759964 2.7403594757668692, -18.589743237990618 1.7921871046908688, -18.119120172435608 0.330749983854141, -17.600620246619783 -0.6123180296626249, -17.14389228509973 -2.0794226533981046, -16.609636805947183 -3.0160551397343314, -16.17097340416048 -4.490549309168517, -15.616046954454703 -5.418913068412474, -15.201502059954462 -6.903519375443933, -14.617775320142187 -7.8197412733287415, -14.237611170360722 -9.318256303503828, -13.611834400571666 -10.217254600665171, -13.284173644342369 -11.737129658118167, -12.590772824772234 -12.60836046014483, -12.352731956100357 -14.16441963011631, -11.523673134699424 -14.983451391786323, -11.393028544733298 -16.518176915710367)",POINT (-9.755777967282443 -20)
449,2024-01-01 00:05:29,"LINESTRING (18.717899207917178 13.39118021770782, 17.55499627451223 13.657915685530355, 17.13995825156973 14.58850209723939, 17.58014053396727 16.037353141480963, 17.271154605326988 16.823824391669014, 16.325037086186832 16.959811654076372, 15.386164658566067 18.09577267046374, 13.874064149651229 18.4123378320801, 12.729022257652696 18.15248994400346, 11.271619192259584 18.482980808019416, 10.141353580713657 18.206177044933654, 8.773707494594124 18.90079003602254, 7.000526339737167 18.681323540401362, 6.122301675531796 18.908010471126545, 4.400500275200123 18.69190615802664, 3.5224207128934357 18.942359110757238, 1.800455541628835 18.699807785485266, 0.9226757358419742 18.97978832010719, -0.7904304126018331 18.71001445387054, -1.6852632053407253 19.015069879983727, -3.37887999861711 18.718507387077445, -4.296328491154091 19.052470681849435, -5.96434031468605 18.72563545500858, -6.63282555380507 18.368033248273637, -6.347514508851463 17.709976971023337, -6.954357899874839 17.503651213404588, -8.422066622058626 17.806158317938117, -9.53317845400871 17.78480853810655, -11.003558194103181 18.112540529093902, -12.120230641349082 18.044035568972426, -13.583719816354714 18.43029161512921)",POINT (-20 19.013667345576028)
450,2024-01-01 00:05:30,"LINESTRING (11.478304540176756 -18.71545905737771, 11.361978949874624 -17.76931824493386, 10.422917773431553 -16.254753158468105, 10.461582139022898 -14.950075576283838, 10.540984552712533 -13.657883111706356, 10.578185351331342 -12.352961992250814, 10.659135569369422 -11.060955464583436, 10.694644613247856 -9.755789220785978, 10.777424306333137 -8.464011173787572, 10.81094596652352 -7.158583807412839, 10.89591500532203 -5.8670777892947665, 10.927050762133124 -4.561356123181844, 11.014668325233785 -3.2701686773040533, 11.043006729769129 -1.9645276764559811, 11.150449411184203 -0.689551058037321, 11.271297424106061 0.6676122606152937, 11.255700051809391 1.908506113894694, 11.38572777299332 3.264931907709707, 11.360113687333326 4.504211694093094, 11.703490425410433 5.772642957100107, 11.445994467989678 7.122417406721874, 11.826122771288981 8.370042078113002, 11.498342830043299 9.71474409492155, 12.1688749490076 11.001368315290343, 11.839483390191711 12.300347235758252, 12.226537351229036 13.591251404917942, 11.743464366527135 14.899563524072086, 12.260064448452457 16.182306915058287, 12.258787051009557 17.07375591542593, 12.21258959723797 18.835079322993696)",POINT (12.054230964510264 20)
451,2024-01-01 00:05:33,"LINESTRING (-18.730935974076402 -10.296064572498377, -17.457896513221023 -10.031723563139447, -16.192307066759327 -9.753489635611293, -15.258560046605687 -10.217519576032249, -13.70120750184197 -11.463288699093928, -12.307433300373551 -11.722527475128834, -11.137637309692927 -11.007172099174156, -9.80994278006369 -10.999656113413355, -8.649132194716824 -10.25559376898463, -7.315248158447231 -10.281624743626587, -6.163491992704684 -9.505256194645254, -4.816555751230717 -9.56760093601176, -3.6766742833786674 -8.746518131694637, -2.316228277959011 -8.854599127936938, -1.189569232329676 -7.990392277175071, 0.1736266220307827 -8.097807955029795, 1.297558728943007 -7.234269020579171, 2.6661981269899213 -7.340327085745151, 3.9062891594981455 -6.454681910159478, 5.296384609904997 -6.523472171087452, 6.468338587070988 -5.68352849554245, 7.817715460495958 -5.8277195241325455, 8.967313923453814 -4.9920694499354425, 10.289390014798595 -5.141432811030479, 11.230459856565975 -4.366223709966404, 12.748216214889906 -4.40798012936318, 13.708543418393553 -3.619512038548204)",POINT (20 -1.994652758714641)
452,2024-01-01 00:05:33,"LINESTRING (-4.350186499550767 -18.76282839809548, -4.529217407287289 -17.500924868886532, -4.660220730774517 -16.193812210817242, -4.825803185511362 -14.915828291336371, -4.9392842781446 -13.606781490605426, -5.104761997936223 -12.330821063302249, -5.215965207141205 -11.02154588130187, -5.383359172241186 -9.745842457316087, -5.482914943943202 -8.434802345957552, -5.6278344831880425 -7.125010614717073, -5.746523736263579 -5.777570010443511, -5.910986479201595 -4.538107568687009, -6.026242901112112 -3.1923692258483927, -6.193892426882571 -1.9535531706713292, -6.3053561318959135 -0.6074747798550382, -6.477021076611413 0.6307954394223818, -6.555563333884236 1.9353627738379504, -6.2741479690669 2.3069614537429843, -6.976201911633899 2.8596350392340097, -6.685948478367384 3.536107137908374, -7.227940047285253 4.766987259918542, -7.085357390133642 6.614256360463435, -7.318041688210609 7.534608683560929, -7.204046743966475 9.1432259977091, -7.635829536318454 9.962360285687614, -7.426487151055908 11.548930894561057, -7.9491739818446225 12.465277287830673)",POINT (-8.564907992672314 20)
453,2024-01-01 00:05:34,"LINESTRING (18.70649100371603 9.842315943784989, 16.851204914493998 10.465670273759892, 15.576365973898438 10.27472668058173, 14.146771331244524 10.313117150481439, 12.934119807403551 10.009667300453431, 11.403109395543996 10.09116934894386, 10.301916444605318 9.680834722690516, 8.601845903252434 9.885333807204242, 7.611917218756599 9.385774269769751, 5.856578553382343 9.529757707723615, 4.8913723442735755 9.060805013967276, 3.1306361369503217 9.191669428785579, 2.1283032524945216 8.67074829615472, 0.479127851905853 8.862066185828922, -0.5185202948905249 8.29475884683888, -2.118203895614875 8.525920863687709, -3.142467706213135 7.939224662303544, -4.698316544114253 8.19953339523052, -5.745231279395973 7.5990366453735, -7.255819776502509 7.88454590147537, -8.46805102167033 8.326106703005786, -10.074267885473262 7.848550900231444, -11.856378555600168 6.940761519692196, -13.035280075214137 6.830555188582575, -14.049882218823353 5.73393833692664, -15.71074300469066 5.400439934337905)",POINT (-20 5.960029551945071)
454,2024-01-01 00:05:34,"LINESTRING (19.520017128768416 8.751758885684225, 18.119307894396872 8.579329516214397, 16.197244574443495 8.026452862619937, 15.158047676214704 7.796027468895384, 13.471504213216187 7.393251795528818, 12.601334747017278 7.324559532225322, 10.882670310882338 6.91352990197033, 9.987126401363343 6.850134132239696, 8.278012048551194 6.455370289502532, 7.396415380876423 6.421343439999309, 5.657879585222108 6.013003959689472, 4.813979125232317 5.999823286111961, 3.0773223739169366 5.576290263643262, 2.2276148020265785 5.597645966795971, 0.4951127153759218 5.14924232229381, -0.3592688218232348 5.1792781208050735, -2.0673726230863942 4.719743539638246, -2.9232022962836774 4.7771398723495615, -4.601096820551092 4.288760264184476, -5.435951211732986 3.262529994583386, -6.334599629329722 3.2342628115710648, -7.95670522424704 3.032270467977497, -8.89145620352613 2.9906552799945327, -10.525983330810334 2.7729616059340283, -11.476981716115109 2.743515674223223, -13.122540118885848 2.499283247368838)",POINT (-20 1.9028196041041219)
455,2024-01-01 00:05:34,"LINESTRING (12.465932285365596 18.766487493759385, 12.856239045081251 17.537636543407977, 12.534572628876546 15.662241348942706, 12.992610796424877 14.412993710628943, 13.47036234396414 13.23434497510075, 13.921043454688629 11.987677082858191, 14.401913916277707 10.862200449341431, 14.859466236145114 9.570207651645886, 15.331919662198763 8.433811910929483, 15.780688026487905 7.138982524683785, 16.26197756651154 6.005788518529376, 16.700681183424788 4.707478949838473, 17.26522926788051 3.6329914762008997, 17.732310025209753 2.199370110640646, 18.17250857027165 1.196012378559319, 18.61110816799679 -0.2476160419783531, 19.098289980040914 -1.2335819944487618, 19.446103762068635 -2.709887831666749)",POINT (20 -3.892584227848694)
456,2024-01-01 00:05:35,"LINESTRING (18.974867745229613 8.957639102831163, 17.436057132661357 9.044023060576196, 16.435273154209973 9.20887974726871, 14.85620678536376 9.269571078544093, 13.875548349478015 9.425280926507982, 12.117156380700841 8.95239666710511, 10.958368928743417 9.279808867402862, 9.539151513797558 9.211492347023473, 8.379047499955597 9.560910538791289, 7.00318249368658 9.282362938657931, 5.446866023166605 9.60217995742603, 4.4484797947695585 9.51632174075987, 2.7939942371079045 9.768732404450402, 1.8361163015549224 9.835731644239784, 0.1621505550659394 10.118592852043063, -0.8005628202175793 10.151139982755597, -2.514127789611999 10.480740169982509, -3.4406896522707386 10.44473017148626, -5.228032631875385 10.831327278107626, -6.131011370728792 10.75112690221598, -7.9108988782160505 11.1515833805281, -8.77086959185508 11.159926237046749, -10.043581947937962 11.73272871444749, -11.08372671835085 11.33295095449214, -12.119904194724102 10.591900460617538)",POINT (-20 12.349441556681551)
457,2024-01-01 00:05:36,"LINESTRING (18.757559842563836 3.679118924645292, 17.514727810509683 4.05777380169093, 16.27239271781813 4.442898703707049, 15.029818796220416 4.821119176484095, 13.78825969740413 5.206580838798811, 12.553574273918072 5.5882100552801495, 11.326145329196013 6.0211597301430935, 9.948406258888413 6.724512954538622, 8.682466535288924 6.8311212986711904, 7.4590134486403485 7.477492362970548, 6.025332367794258 7.3187965239882065, 4.911127708481708 8.107694910444224, 3.538652694352092 8.071128049457103, 2.397701876599357 8.950986962935566, 1.0426950430456292 8.854024489414643, -0.0832879436848404 9.730482828074289, -1.4342535078565157 9.632578380166265, -2.560551991704713 10.509109514027978, -3.9132820149748992 10.411613565127107, -5.037659424806202 11.287696110203806, -6.38508031496827 11.188970158250477, -7.366347731731234 12.02079868289579, -8.262401255406726 13.808838974027044, -9.548079549689431 14.675905574910157)",POINT (-20 15.588269243625234)
458,2024-01-01 00:05:36,"LINESTRING (-18.83365251749221 9.237997725926803, -18.453655387767434 10.25475137493423, -17.113409697996584 11.550651406560965, -15.831223050165256 11.848238287092782, -14.564854574580957 12.098706222596274, -13.287552049248216 12.392989106939302, -12.027957699328615 12.64422653866513, -10.841157399169273 12.977248922903042, -10.652595865602528 13.36959554225349, -9.478140395277704 13.594570881320683, -8.159666425279518 13.862066942449959, -6.96994617065343 14.07012096754216, -5.62001635435629 14.337776233990255, -4.419353740003639 14.57992307333791, -3.071176300919216 14.850506096174607, -1.8705019705862052 15.093925467714092, -0.5222563790604791 15.364058622582485, 0.6796058150692998 15.599701560777111, 2.0775648251989915 15.81883286806634, 3.226941788737521 16.13722859423998, 4.435714583514578 16.682677156819494, 5.931017247220906 16.742307780552014, 6.96851694254914 17.22471554079867, 8.474460069424559 17.203347839699042)",POINT (20 19.498361842266945)
459,2024-01-01 00:05:37,"LINESTRING (18.716174660362935 -17.363612093646, 16.72213448622208 -17.20932734419773, 15.548667625664432 -17.62658387675373, 13.618673058794391 -17.793841691925703, 12.67729201405886 -18.111576428427156, 10.86672012587599 -18.160198965317388, 9.974666676264249 -18.604199647790875, 8.300728287037796 -18.626417644596124, 7.433640019237912 -19.17598823149468, 5.798307204741394 -19.085402340279582, 4.838966040676241 -19.731725730148035, 3.336679562403741 -19.538281065265483)",POINT (2.1597674550702144 -20)
460,2024-01-01 00:05:37,"LINESTRING (19.683647352798676 -17.75555371530146, 18.403391435740684 -17.532017184205344, 16.845227003100693 -16.609465748017463, 15.655358855852748 -16.616622785581658, 14.23255707210065 -16.11043033715305, 13.05363653142701 -16.17615824592799, 11.583257600546082 -15.624686996407332, 10.488335037908413 -15.77804559440441, 8.863691339384161 -15.259375692877503, 7.85708987868691 -15.35674533499267, 6.150059038763875 -14.787208733581565, 5.177664901314088 -14.896132827700594, 3.464231917389796 -14.349407397633389, 2.6118837916840185 -14.31114324135879, 1.7053915430663085 -13.848993050778944, 0.2899903316440866 -13.55694885381656, -1.2738599516412725 -12.310204176078452, -2.6549847586049653 -12.046623472610667, -3.8813148892845435 -12.128229319709668, -5.247234163447192 -11.841602634754388, -6.47546280649744 -11.954362289389765, -7.838624145137771 -11.630392349580703, -9.070145787363316 -11.788291160586201)",POINT (-20 -10.85207816013273)
461,2024-01-01 00:05:37,"LINESTRING (7.751860038201184 18.72564090662905, 8.002909488266045 17.45193994732954, 8.080804843131355 16.240282777990537, 8.388115534981592 14.838531240493081, 8.4762993952386 13.95273690611705, 7.674606778911203 12.780166165855023, 7.868201961072508 11.510630492862068, 8.322945492947783 10.333459898979825, 8.498058215888467 9.006691802980844, 8.951824107441308 7.818967767148582, 9.098444715380465 6.476065649262228, 9.553841644668292 5.306366960272114, 9.57142398238586 3.918521929811205, 10.183103540457676 2.7809032515498617, 10.168289744994501 1.3879353850467653, 10.818251218916865 0.2596758371642773, 10.760370564148438 -1.1437514043099417, 11.459167323773997 -2.26005477110278, 11.348046751583098 -3.674224812173825, 12.116145246717451 -4.611977146130917, 13.49995214953406 -6.055957220687732, 13.88379419708315 -7.491553487648308, 13.84465652503316 -8.635585199259822)",POINT (15.556339152189082 -20)
462,2024-01-01 00:05:38,"LINESTRING (18.923291894191816 -18.98622588170506, 16.9240898130832 -19.04271516290936, 15.797043946939002 -19.588431933834894, 14.133825409318451 -19.498119386928956)",POINT (11.98669013049326 -20)
463,2024-01-01 00:05:38,"LINESTRING (19.715442572884875 -19.187809583470514, 18.475358454930486 -18.797630739299674, 17.268584389041038 -18.40818890520731, 16.004575647505835 -18.023460546108623, 14.791844722262262 -17.638109763771233, 13.524986481650728 -17.2520879266467, 12.317159375601245 -16.868211711664852, 11.047389940840587 -16.48489030380338, 9.832598263840818 -16.1235163102327, 8.567480028776178 -15.710710797931236, 7.3565687689183745 -15.351159074414047, 6.087529248883978 -14.935841795680405, 4.880634549925646 -14.578466051994232, 3.6208647471067046 -14.16305006459785, 2.417744658829271 -13.804561493518067, 1.3151948799659954 -13.324621504807695, 1.2103729920596784 -12.912054029829402, 2.053336335075305 -12.818395877459022, 1.899101796204145 -12.649928739261366, 0.7539812293589474 -12.34675867026473, -0.6147451270299971 -11.985865014289699, -1.7579280259723626 -11.67553692109953)",POINT (-20 -6.804625386979922)
